Date,Initials,Clinic,User,Reason,Note,Resolution,Ticket,Escalated,Technician,0-3,4-10,11-20,21-30,31+,Remote session,3+ topics,BP Reinstall,JIRA
2/5,JX,OH_aal,Kim,Schedule questions/issues,"When events overlap and have the same resource type selected, one of them will have that resource type still selected when going to event details, while the other one does not have it selected when going into event details",Unresolved,266134,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,CH,ON_pro,Melissa,3rd party billing,Needed WSIB provider number added. Calls backed up but made ticket to add once I have a moment,Unresolved,266130,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,CH,NB_thb,Curtis,Add/update hearing aid,Needed help adding ALD,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JX,PA_ephc,Connie Edwards,Installation assistance,"New laptop, helped install",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JP,ON_soc,Donna,Patient/private billing,Receive deposit and apply partial amount to invoice,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,AS,MA_moo,Kim,3rd party billing,Needed help tracking down and dealing with a couple of unapplied credits,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,LB,ON_hds,Nancy,3rd party billing,Payment entered manually showing up on pending payments pop-up in the enter 3rd party payments page. Will create a ticket and let them know once this has been removed.,Unresolved,266181,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,SF,MI_rh,Lorie,Bug,Status icons showing envelopes. Told her it was a known bug and our dev team was looking into it.,Unresolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BPOMS-12254
2/5,JI,AB_hcd,Sabrina,Noah reintegration,Restarted BPLink and resolved issue,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JP,UK_fee,Kareem,Manual marketing,"Create manual campaign, set criteria",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,AS,AB_inn,Marcel,Cloud Noah issue,"Confusion about where BP support ends and where HIMSA begins, sounds like they were unclear on how to install NOAH and how to manage user info",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,AZ_whg,Diana,3rd party billing,Needed to transfer a 3rd party payment from one sale to another. Found it in 3rd party ledger and walked her through changing the payment location.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,mm,TX_utg,Sadie,Repair process,needed some help understanding why two separate orders can't go on one order repair form.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,CA_tow,Alma,System error message,Got an error message when she first opened BP this morning.  It is working now and we couldnt replicate.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,AS,TX_aphs,Janice,System error message,"Installed on onedrive, uninstalled and reinstalled",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/5,JP,NV_aai,Shauna,Reports,error generating report. close/reopen fixed it,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,WA_mai,Sarah,Local Noah question,"Question about Noah BPLink update, wanted to confirm that it would still work. Didn't have time to get connected to test it out. They'll call back if it's broken later!",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,LB,BC_gor,Sherry,Document scanning,Getting the incompatible version of Java error. Installed the 32-bit blueprint and updated their scanner driver.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,MA_hyw,Racquelle,Reports,Had some questions on the best way to see income by patient vs third party,Caller disconnected,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,SD_bah,Stephanie,QBO integration/accounting question,"Wanted to know how a payment with a credit applied to it appeared in QB; couldn't find the credit. Told her most likely it would be floating around attached to the other payment, but I'm not sure how exactly that gets parsed over into QB. She didn't have access to take a look, so she may call back later.",Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,AS,ON_ggh,Melissa,Update users,Wondering where to find a user's username,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JP,BS_nhs,Deborah,Local Noah issue,Error logging into Noah. Had wrong server profile selected (this issue was unrelated to BP entirely),Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,SF,WA_ha,Lisa,System error message,"Tried to call her to ask about ticket, but nobody picked up the phone. Reaching out in ticket.",Waiting on Customer,266151,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,LB,DC_gwu,Shannon,Installation assistance,Installing BP on a new device.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,OR_mhh,Darien,Bug,"Inactive items are showing up in HA accessories tab  This is actually not a bu, she was in the add, not order, accessory. working as intended",Resolved,266157,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BPOMS-3246
2/5,JP,ON_ggh,Melissa,Update users,Edit user privileges,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,CO_indd,Dan,Launch link,Sent launch link in ticket.,Resolved,266160,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,AS,WI_phc,Angelina,System error message,"Failed to launch JVM, reinstalled",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/5,JI,BC_gor,Ingrid,Form assistance,Asking if we have BC Worksafe forms.  Will put a list together of ones she would like in her system and will make a ticket,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,ON_can,Hamilton,Backend configuration,"Needs to add registration numbers. Ticket for L2.

Had some followup questions about invoicing and invoice settings.",Unresolved,266162,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,AS,MI_ph,Max,General help,"Former customer wondering about an error he still gets on mobile device related to BP, going to get more info",Unresolved,266163,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,AS,FL_brhc,Terese,Interactive SMS,"Wondering why their number isn't provisioned yet, Peter emailed them back in October about a failed provisioning.  reopened ticket so they can send in the information again.",Resolved,259123,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JI,BC_gor,Ingrid,Form assistance,Follow up to previous call,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JM,AB_rhc,Elaine,3rd party billing,OBC - Had to call and walk Elaine through how to correctly apply payments to sales from years ago,Unresolved,265595,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
2/5,SF,CA_tah,Jenelle,Noah reintegration,"Error when trying to export audiograms [transferred to JX, was able to resolve with a reint. -LR]",Transferred,,TRUE,Jason,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JM,SC_aik,Bayli,Installation assistance,OBC - Call to help install BPOMS on a new computer,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,BC_par,Luke,System error message,Got an error when opening system.  Went away and couldnt replicate,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,LB,FL_gcaf,Julie,Document scanning,Getting document properties pop-up appearing before the option to scan. Installed the 32-bit (again),Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,WI_phs,Ashley,Local Noah question,Question on how to stop BPlink service as per email about update,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,AS,CA_bes,Liz,System error message,"Getting a communication error, Seems like this clinic has a firewall.  Attempted reinstalling x64 but was unsuccessful.  x32 installed without a hitch",Resolved,,TRUE,Chris H,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
2/5,mm,MA_aaw,Paula,Integrated payment processing,wanted to know if she could still process refunds through new payarc system for payments that were made using the old system. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JI,MN_ahs,IT,Local Noah question,Wondering what time the upgrade is happening so they can prepare,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JI,MB_oap,Paxton,Setup configuration,Was wondering why they werent able to pull up a provider they had added as a fax recipient but that provider did not have a fax number entered. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JP,NH_vhc,Michael,Document scanning,"Ever since 64 bit was installed, the generic windows scan dialog was coming up instead of the epson scan dialog. reinstalling 32 bit resolved his issue...(raised eyebrow at 64 bit)",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/5,mm,OH_jef,Tina,Schedule questions/issues,couldn't schedule herself on the calendar. Her user had not been set to 'has calendar' and set to the location for scheduling.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,AS,CT_cou,Allison,User error correction,Needed to know how to transfer payment from one patient to another,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,TN_hsm,Donnie,Order/sale process,Calling for Michael re: ticket ,Transferred,266165,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JP,WA_fed,Heidi,Local Noah issue,BP Link kept stopping. Reinstalling it fixed it,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,LB,SK_fis,Candace,Local Noah issue,Assistance getting into services to turn off their BPLink for maintenance.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,mm,SK_fis,Candace,Local Noah issue,called back. Said connection worked. Noticed all the services were greyed out. Told her she needs to be logged into windows as an admin to turn them off. She's call IT to do that.,Contacting 3rd Party,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,LB,NY_lla,Louise,Cloud Noah question,Wants to schedule an upgrade to noah 4.117 on their cloud server will create a ticket.,Unresolved,266182,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JP,ON_shi,Christine,Return/exchange help,"apply 3p return credit, apply patient return credit, issue refund",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,NJ_moo,Sakina,Schedule questions/issues,How to get schedule on iPhone,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,WY_cac,Alli,Audiology,"Wanted to know how to add audiograms to Blueprint. Walked her through where to add that information manually. Had a followup question about a Noah integration, and will reach back out.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JI,OH_jef,Tina,Create/edit patient,Wasnt able to see HA tab for patient. They were quick add and not yet converted to patient ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,JP,WY_cac,Alli,Cloud Noah question,Checking on status of Noah ES integration. Advised should be availabile sometime within the next few months,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,SF,AB_inn,Marcel,Cloud Noah issue,Needed help getting logged back into Noah (only one admin). Transferred to Chris.,Transferred,266070,TRUE,Chris,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/5,AS,IN_hsi,Judy,Local Noah question,Needed to export patients from an aquired database,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2/5,LB,ON_hua,????,ISP connection issue,Trying to install Blueprint. Unable to view their email or connect remotely. Advised them to resolve their ISP issues and contact us again once everything up and runnning.,Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,SF,ON_hua,Frank,Installation assistance,Wanted help getting BP installed on a new computer and confirming that Noah Cloud was set up correctly.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/5,JI,WA_east,Carl ,Return/exchange help,Needed help with a return,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,SF,UK_ish,Ishvaree,Launch link,Needed launch link to send to a new user. Sent in ticket.,Resolved,266198,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,mm,MD_jas,Marcy,Return/exchange help,needed help clearing up some open balances that were made because of return credits not being applied properly,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,ND_fir,Sydney,Installation assistance,Needed help reinstalling BP,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,MA_aaw,Paula,Integrated payment processing,"Just switched to Payarc and needed to process a refund from the old system. Created the refund as cash, and sending to L2 to update on the backend.",Unresolved,tbd,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/6,mm,NY_life,Didn't enter :(,Printing issue,'no print service found'' error when printing from bp. works ok outside of bp. Was trying to connect but they got a warning that the application (screenconnect) couldnt start. They are going to reinstall bp on their own but call back if issue persists. ,Waiting on Customer,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JI,WV_hhs,Holly,Schedule questions/issues,"Appts werent showing up, she solved it just as call started",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,MD_jas,Marcie,Reports,Some basic questions on a few reports. She was confused why a few providers were showing up on sales by income acct for a certain location and I showed her it goes off the location on the invoice rather than the location from the patient details,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,OH_aal,Anna,Interactive SMS,"Needed to give a user the ability to add journal notes, also had a question about adding SMS",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,mm,PA_aa,Eric,Marketing template issues/questions,was looking for new Zeal templates. I let him know to let his rep know to let us know he wants them...,Contacting 3rd Party,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,ON_fch,Gina,Local Noah question,Question about BPLink update and what she needed to do.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,AS,TX_asv,Tammy,Integrated payment processing,"Trying to refund a pt via payarc, tried a bunch of times and even called payard.  tried it while I was connected and it worked",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JP,MA_moo,Kim,QBD sync issues,Concerned account mapping for QB int is not set up properly,Unresolved,266210,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JI,FL_cfh,Jane,Accounting/sales department,Calling for Jenna,Unresolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,mm,CT_ahhc,Ed Bravo,Order/sale process,wanted to know how to edit an order so that he could remove ordered items and add stock aids instead,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,LR,TX_asv,Unknown,Silent/spam,Hung up right when I picked up. 9366322252,Caller disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,TX_asv,Tina,Cloud Noah issue,Data not transferring. Syncing time didn't help. Jason restarted services and they were able to send data successfully.,Resolved,,TRUE,Jason,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,SK_haw,Bonnie,System error message,"Getting the communication error.  Had a patient walk in before we could get connected.  Going to call back later, cannot connect via screenconnect",Unresolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,CT_ahhc,Ed,Patient/private billing,Help editing an invoice. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,mm,ON_bar,Chantal,3rd party billing,had outstanding balances that dated back to 2016. We went through a few and I showed her how to find the payments in the 3rd party ledger and how to apply it to the outstanding invoice. ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,LR,CT_ahhc,Laura,Add free form (mfr/insurance),Got a new form from Widex and was asking how to upload. I advised she should send to us so we can add it to our library bc uploading it won't make it autofill info. Gave her the support email and advised on the 2 week turnaround time.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,MO_sel,Shauna,Patient/private billing,"Was confused why patients were showing up on ar aging and it was because the date was wrong on the invoices, showed how to edit date",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,IN_hsi,Alisa,User error correction,Help fixing a payment that had been entered incorrectly,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,LR,FL_fhm,Dana,Native app issues,Class/JVM errors. She had installed to OneDrive yesterday after getting the same errors. Reinstalled locally - in Documents bc she doesn't have Windows admin.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/6,mm,IL_awe,Lydia,Appointment reminders,wants to turn them on. Sent email. Also had some questions about changing details of audiogram like default test method and provider name. Also had a question about adding some verbage to one of their forms.,Unresolved,266340,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JI,NH_vhc,Jason,Accounting/sales department,Calling for Jenna to check in about todays data merge. Took callback #,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,ON_bar,Chantal,3rd party billing,follow up questions on using the 3rd party ledger to locate and apply open payments,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JI,TX_kha,Kellie,CareCredit integration,Need help entering a CC refund into BP. ,Unresolved,266353,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,AS,FL_cfh,Jean,Accounting/sales department,Calling for Jenna,Transferred,265979,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,ON_hca,Akram,System error message,Failed to launch JVM.' Installed in OneDrive. Reinstalled locally and was able to log in.,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/6,AS,CT_cou,Allison,Schedule questions/issues,Thought they had an floating appointment status icon on the schedule.  The appointment was just 2 minutes long which is why it looked weird,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JP,FL_jax,Leslie,Local Noah question,"Wanted to know if they needed to do anything for the bp link upgrade, but they don't have the Noah integration so not sure why they got the email",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,AB_cec,Karen,Patient/private billing,"couldn't find a payment, helped her enter and backdate the payment",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,UK_sac,Jude,QBO skipped messages,Helped her go through some skips.  Most were actually already fixed in QB and just needed to hit the manual entry button,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,UK_sac,Jude,General help,"Confirming that she had closed out of the ScreenConnect session with John. All good, Jude. All good.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,AS,ON_all,Amy,Recalls,Calling about an auto recall change they had done that isn't functioning as expected.  Going to investigate and leave note if necessary,Resolved,264533,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,TX_kha,Kellie,System error message,Error processing online form for 1 specific patient,Unresolved,266460,TRUE,L2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JI,BC_ihi,Cara,System error message,Got the same error some other clinics have been seeing on startup.  Seems to be fine once you click through the message. Also needed Noah reint,Resolved,,TRUE,Jason X,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,Spam,Spam,Silent/spam,Spam call,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,NY_lla,Louise,Cloud Noah question,"Wanted to reschedule a Noah cloud upgrade. Left note on ticket for Logan.

Said ""You [Blueprint] are excellent. We love working with you."" (something close to that....not an exact quote)",Unresolved,266182,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,JP,GA_bel,Randy,Local Noah issue,Asking what needs to be done for the BP link update,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,AS,CA_ahs,Shrutee,Local Noah issue,"Forgot to stop BPLink before update, just needed services restarted",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,SF,IL_nsa,Lydia,3rd party billing,Wanted help adjusting billing to account for a new 3rd party payment. Walked her through it and helped her apply a write off.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JP,DE_hos,Ella,Local Noah question,Couldn't stop BP link service for upgrade. Needed to run services as admin,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,mm,TX_thc,Trupti,Launch link,for mac,Resolved,266472,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,TX_thc,Trupti,Launch link,"Question about the icon on Mac. Told her she could change it, but it wouldn't have any different functionality.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,SF,ON_mch,John,Installation assistance,Wanted help getting BP installed on new comptuer.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,NV_hccc,Dawn,Form assistance,"Calling to let us know that the patient A/R statement is displaying the date range amounts due at the bottom.  Didnt want to create a ticket, just wanted to bring it to our attention",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JP,ON_snr,Ali,Initial Noah integration,completed local Noah integration,Resolved,264767,TRUE,Jesse,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,NY_aca,Josh,General help,"Changed a location's address, their quote template is pulling in the old address",Unresolved,,FALSE,266478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,LB,CT_ahhc,Ed,Return/exchange help,Processing a return to apply the credit to a new sale.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JP,BC_ahc,Susanna,Form assistance,"Needed to edit some text that was hard coded to an invoice template. Showed her how to download, edit in Word, and then update.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,TX_phe,Cole,Noah reintegration,Reinstegrated noah connection. Wasnt able to test due to no BP on server computer but they will verify it is working and call back if needed. ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,CT_ahhc,Ed,Order/sale process,"Incorrect provider set as fitter on a sale, just needed to edit the invoice",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,JI,IN_hsi,Judy,Cloud Noah question,"Was wondering about merging her noah patients from a newly acquired clinic.  Will try and start the merge, may call back monday with more questions",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/6,AS,CA_hbh,Charley,Manual marketing,"Getting an error when running a manual campaign Had a date value that was ""2026-06-31""  There will not be a 31st day of June",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/6,AS,WY_cac,Brandy,General help,Wondering if we charge to integrate with heidihealth and where to find a blank version of their superbill,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/9,mm,SC_str,Elizabeth,System error message,unable to perform cetain actions...' error message after logging into bp. Was happening just on her laptop. reinstalled using 64bit version,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/9,mm,IL_mac,Christine,Password issues,locked herself out. Emailed her a new password with instructions on how to change it.,Resolved,266523,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/9,SF,IL_qqh,Teri,ISP connection issue,Can't launch Blueprint. Doesn't seem to have internet access. Will reset router/modem and call back if the issue persists after restoring internet access.,Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/9,mm,IL_mac,Christine,Dashboard,trying to access dashboard. Let her know to use the 'forgot password' option,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/9,SF,CT_ahhc,Marta,Cloud Noah issue,Audiograms didn't export from last Friday. Got connected and showed her how to manually export them.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/9,mm,ME_adf,Ted,Launch link,for new computer,Resolved,266527,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
