Date,Initials,Clinic,User,Reason,Note,Resolution,Ticket,Escalated,Technician,0-3,4-10,11-20,21-30,31+,Remote session,3+ topics,BP Reinstall,JIRA
2/2,mm,NH_vhc,Mike,Installation assistance,nothing happens when trying to open BP after update,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/2,mm,CT_cou,Alison,User error correction,added a left ha to an order when the patient only ordered the right. Helped her to fix the order.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,ON_aco,Carolyn,System error message,receiving error when starting bp. Reinstalled 64bit version,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/2,SF,ON_heo,Tom,Reports,Wanting info on user access reports (concern over downloading a patient list). Gave him the scoop from here and he will reach back out if he wants to go forward.,Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,mm,ON_ahc,Andrea,Schedule questions/issues,"wasn't able to launch bp after update but it worked while we were on the phone. Then she mentioned that editing appointments and saving  the changes doesn't automatically refresh and all other appointments disappear. so weird. I got a recording of that happening, but I can't replicate it. ",Unresolved,265906,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,PA_cas,Quinn,Update users,"Wanted help adding their signature, but didn't have access to user admin. Shared the user guide with her and told her to reach out to owner/admin.",Contacting 3rd Party,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,FL_hps,Andrea,QBD sync issues,calling for Taha,Transferred,265719,FALSE,Taha,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,NY_baa,Max,Installation assistance,Didn't have admin access to install a program. Was on hold while they waited for a password. Told them to call back when they had one and hung up.,Representative disconnected,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,LA_Kjh,Eric,Upgrade issues,"was getting a 'couldn't update' message, but then he restarted bp and it updated successfully. He also had a question about running reports for referral sources and also on how to send journal entries and reports to said referral source (healthcare provider). ",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,FL_doc,Kelly,Hardware inquiry,"Wondering about the resolution on her monitor to edit appointments. Her only options were below the minimum requirements.

Had another question about deactivating an employee and whether notes would still appear. Told her that they wouldn't show up in the user list, and their calendar can be deactivated, but notes should stay.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,NY_baa,Max,Installation assistance,Calling back with admin credentials for the computer to get it installed. Hung up before it had been fully installed. So I watched and hoped that the person on the other end was with it enough on a Monday morning to be able to install Visual C++ and finish the process.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,LB,ON_nhs,Peggy,ISP connection issue,Unable to connect to BP. Advised them to restart their router.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,NY_wil,Barbara,Reports,Assistance running the patient ar statement report.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,mm,TX_cchc,,System error message,unable to communicate with launch link. Internet is no bueno. She's checking with other clinic and will call back if still having problems.,Contacting 3rd Party,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,MA_hyw,Annette,System error message,Update bar constantly popping up. Asked her to try restarting her computer and call back if it continued.,Waiting on Customer,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,NH_gra,David,Accounting/sales department,"Merging with NH_vhc, but didn't get the change in ownership form that was sent last week. Left a CB for Jenna to coordinate getting that form to them.",Resolved,265798,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,mm,NY_pjh,John,User error correction,"created patient, but couldn't find him when creating appointment. He mixed up the first and last name. ",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,LB,SD_bah,Melissa,Manual marketing,Generating a series of campaigns based on patient zip code.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,MA_aaw,Paula,Bug,"Needed to delete a 3rd party payment, but couldn't find it in the 3rd party ledger. It wasn't showing up with <All>, but we were able to find it filtering by <Payment>. Seemed related to the 'Show more"" JIRA.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BPOMS-12230
2/2,mm,ON_uhc,Ariel,Reports,needed help on how to filter data in Excel. I warned her that's not what we do but I showed her what I know about Excel and filtering data.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,NY_lla,Rachel,Appointment reminders,"Had some questions about appointment reminder configuration, and wanted to follow up on a ticket to adjust the SMS templates.",Unresolved,265407,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,VT_hlo,Deb,Manual marketing,Wanted help with filters for a marketing campaign for tested not sold. Showed her where to find the primary filter in the parameters list.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,LR,ON_sen,Vivienne,Return/exchange help,"How to do an exchange with a paid ADP portion. Talked her through it, nothing special.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,AB_inn,Dana,Reports,was running cash flow report and no data was coming out. She was running it for the wrong location. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,NH_vhc,Mike,ISP connection issue,"Issue communicating with Launch Link. Had another instance still in OneDrive. Uninstalled everything, and reinstalled.

Ping for US servers timed out. Told him to try resetting his router and reach out to ISP, then call back if those fixes didn't resolve it.",Contacting 3rd Party,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/2,mm,ON_sfl,Alycia,Document management,was looking for the adp invoice. Told her its coming out soon,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,NH_vhc,Cara,General help,"Looking to follow up with Jenna on an ownership transfer, the phone cut out and started beeping at me about a minute in to the call.",Representative disconnected,265798,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,AB_med,Amani,System performance issues,"Called in because their boss said they were having performance issues, there were no issues, asked if I could reinstall anyway.  Antivirus blocked the install, needs to reach out to owner to bypass AV",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,NH_vhc,Jason,Accounting/sales department,"Wanted to get some questions answered about a merge. Reached out to Jenna for a transfer, but she was already on the phone with someone else at the clinic. 😅",Transferred,265798,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,TX_ohh,Maegan,Installation assistance,Ran into an error trying to install after update. Reinstalled.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/2,AS,MA_mass,Shawn,Schedule questions/issues,Had 'show quickadds only' selected,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,MA_hyw,Anette,Noah reintegration,"Audios not syncing, restarting didn't help, reintegrated",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,BC_gor,Jason,,"[can't recall, sorry]",,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,NV_caa,Nancy,Inventory,Was rushing through adding inventory and didn't see the oticon charger in the list,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,MO_bhsl,Heather,Printing issue,"printer kept erroring out when trying to print a quote. She was choosing the 'Estimate' template, which then would cause the printer to crash. When printing the word template, it would work. She is going to start using the word template quote and also the word invoice template. ",Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,MD_jas,Marcie,Setup configuration,Wanted to know how to add an accessory/ALD to the list of selectable accessories/ALDs. Talked her through where to find it in Setup.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,AB_med,Mohammed,Installation assistance,Help installing the java version of BP.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,AB_dih,Rochelle,System error message,"Just needed to clopen to update, they didn't shut the computer down over the weekend",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,TX_fhp,Natalia,Installation assistance,Update window kept looping. Restarting didn't work. Reinstalling did. Had a hard time getting connected. Had to use GetScreen.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/2,LB,MD_jas,Marcie,Setup configuration,Adding an accessory to the ALD drop-down.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,WA_sp,Ashley,QBO integration/accounting question,Looking to get started with QBO,Resolved,265886,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,CA_ahi,Robin,Minor template edits,"Changing the ""trialDate"" merge field on a form to a blank text field.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,ON_sch,Larissa,Minor template edits,"Wondering about a change to a WSIB form, going to confer with colleagues before moving forward",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,LR,MA_moo,Kim,QBD skipped messages,Scheduled OBC - a bunch of skips that are definitely on the clinic to comb through. See ticket for details.,Resolved,265702,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,MO_sel,Shauna,Order/sale process,Needed help fixing an order that had been partially receieved and not yet invoiced. ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,MO_sel,Shauna,3rd party billing,Needed help adding 3p allocation to an invoice,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,CA_ahi,Robin,Minor template edits,"trialDate merge field not behaving how she wanted it to, and I'm not sure what it's pulling in either. Creating ticket to do some digging.",Unresolved,265892,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,SD_bah,Melissa,Manual marketing,Wanted help doing a MM campaign to find out how many patients they have in each zipcode.  Helped her download a full patient list in excel and sent her a resource on how to count ocurrences. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,ON_aco,Caroline,General help,Location not changing on invoice,Resolved,265884,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,LR,NY_lla,Rachel,QBO skipped messages,"Initially called because she didn't know how to run the sync at all (new, training). Remoted in because we weren't on the same page - talked her through hitting start, next, start, so on. There did end up being some skips - gave her a general run down of how to click to see error details and tips for resolving. The skips we looked at were related to a closing date. Recommended she reach out to whoever is in charge of accounting for their guidance.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,CO_den,Bunny,Upgrade issues,Update loop. Restarting fixed it.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JI,BC_ech,Laura,Manual marketing,How to find people who purchased HAs in the last month by each brand. ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,FL_del,Ron,3rd party billing,Wonder how to tell if they've received a payment from insurance,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,CT_ahhc,Natalie,General help,Wondering if we had video tutorials on BP!,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,FL_del,Ron,3rd party billing,"Still not totally understanding that they just need to add a 3p payment, I explained it as carefully as I could",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,CT_esr,Andy,Document scanning,"Had created a ticket for scanning issues.  He said he thought it was fixed but now is apparently not working.  He does not have  a scanner installed currently.  I advised him to connect to a scanner, get that installed and updated and test to see if scanning works in and out of BP.  ",Unresolved,265302,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JI,AB_ihu,Norm,Setup configuration,"Help setting up users, new location scheduling, install BP on new machine and had questions on billing for their new locations",Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
2/2,AS,FL_del,Deanna,3rd party billing,"Wasn't clear on how to receive a 3p payment without having an invoice to apply it to, showed them receive 3p payment, again...",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,mm,SC_pdh,Michael,3rd party billing,had a few outstanding payments they needed help finding and applying to balance out their books,Resolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
2/2,AS,BC_ech,Katarina,Local Noah issue,BPLink was not running,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,mm,CO_den,Tina,Appointment reminders,"wants to know of a way to make sure that patients who have multiple appointments, back to back, not get AR's for all of them. Just the first one. Also wants to prevent this from happening without having to recreate or duplicate existing event types",Unresolved,265912,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,NC_gdh,Joe,CareCredit integration,"Initiated a carecredit payment outside of Bluprint, showed them the payment method swap workaround",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,mm,AB_ihu,Norman & Tailyn,Schedule questions/issues,is manually transferring appointment details from an excel sheet to BP and doesn't know how to create appointments. Impromptu training session on how to create appointments and create full clients,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/2,SF,NY_lla,Rachel,Patient/private billing,Needed to take a payment for an open sale on a card without pushing to a card terminal. Had her take a cash payment and changed the type.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,CA_ehac,Chelsea,Manual marketing,Question on how to filter by insurer,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,BC_pur,Tonya,Cloud Noah issue,Tymp data not transferring from Noah but we were unable to get connected to the Audiologist computer. Clinic will CB when they have access.,Waiting on Customer,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,NE_thc,"Sue, Lisa",3rd party billing,Wanted help reallocating 3rd party payments. Got connected and helped them sort through it.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,CA_bes,Dr. Best,QBD sync issues,Calling for Chris H.  Took a callback #,Unresolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JP,WI_bdf,Candy,Appointment reminders,Request to disable reminders. Created ticket,Unresolved,265908,TRUE,Jesse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,IL_ahsk,Kathy,General help,"Selling one of their locations, new owner is going to continue with BP, call went silent before we got any further, advised to call back and as for me",Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JI,CA_hch,Shauna,Initial Noah integration,Calling to start the scheduling process for Noah int,Unresolved,265911,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,UT_aah,Diane,Electronic claim submission,"Getting an error when submitting a HCFA, they didn't have a name on the pts insurance policy",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JP,VA_ahcg,Emily,Local Noah question,"Noah support- how to edit users, passwords, upgrade instructions. ",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,TX_fhp,Natalia,Document scanning,"Scanner software no longer working. Had to get connected using GetScreen. Very rude, did not seem interested in letting me troubleshoot, but rather talking over me and complaining about how long everything was taking. Got disconnected after being put on hold for the 4th time. Will cb.",Unresolved,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,SF,TX_fhp,Natalia,Document scanning,"Assuming she's calling back for the issue above. Put me on hold. Waited about two minutes while humming the star spangled banner in a minor key, then hung up.",Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JI,TX_htg,Amy,HCFA questions,Questions about changing fields in a HCFA,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JP,BC_hcc,Brittnie,Order/sale process,reminder of how to save draft and generate quote,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,Unknown,Unknown,General help,"Calling to see how late the phones will be open today, going to call back in 20 minutes or so",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,LB,BC_ihi,Cynthia,Order/sale process,How to delete an order.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,MO_aaa,Jean,3rd party billing,Needed help finding and applying a return credit,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,TX_fhp,Leena,System performance issues,Continuing from previous call(s) about freezing and document scanning.  ,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,AB_ihu,Taylor,Installation assistance,Needed BP installed,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,AB_dih,Annie,Local Noah issue,"Very weird NOAH stuff going on, they are going to call back in a minute",Unresolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,JI,AB_ihu,Taylor,Installation assistance,Help installing BP on new machine,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/2,AS,Spam,Robo Caller?,Silent/spam,Robot voice,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,AS,Didn't enter,Joanne,Didn't enter,Didn't enter,Didn't enter,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/2,JI,BC_pur,Unknown,Cloud Noah issue,Calling for Logan. Will call back tomorrow. ,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,mm,NY_heb,Vini,Manual marketing,needed help printing labels for a campaign they are mailing out.,Resolved,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,ON_com,Shelly,3rd party billing,Needed to apply remaining 3rd party payment balance. Helped her find it in the ledger and apply it.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,NY_baa,Sheila,ISP connection issue,"Couldn't launch Blueprint, having trouble connecting to other websites, seems like an ISP issue. After ~3min on the call  I couldn't hear her anymore and hung up.",Representative disconnected,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,LR,AL_nau,Kristy,Native app issues,"Has us install for a new computer on 1/26 > It was throwing the no main class/JVM errors on 1/27 > It is throwing the same errors today. The install at the time of me looking at it was under documents. I opted to open a ticket after getting it up and running to better document the issue in case it happens again.
Kristy's email on file also isn't up to date - advised an owner will need to update.",Resolved,265945,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/3,LB,ON_fit,Neil,Minor template edits,Replacing the {{nextAppointmentDate}} merge field.,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,mm,MN_ahm,Christy,Upgrade issues,failed to load jvm,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/3,JP,TX_fhp,Natalia,Printing issue,Could not print outside of Blueprint. Printer Error. Advised to reach out to IT/office manager,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,IA_hear,Tina,Interactive SMS,Yellow text in SMS messages. Unfamiliar with the 'notes' feature (as was I! Thanks Linden!),Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JP,TX_htg,Taylor,Schedule questions/issues,"user claims that resources are being unselected on appointments randomly. I created a test appointment and couldn't replicate initially, but will look into it further",Unresolved,265986,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,LB,NH_drw,Cameron,Launch link,Installing BP on two devices.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,NC_va,Margaret,Reports,"Question about the Patient AR Statement: they have a custom form, and it wasn't pulling all patient details as they were expecting. They were okay pulling the report with 3rd party details, and specifically didn't want the form to change (even though it wasn't working how they wanted it). Reached out to Alex for more details on the form.",Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JP,Wrong #,n/a,Silent/spam,trying to reach Knightsbridge Foreign Exchange Toronto,Representative disconnected,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,LB,PA_cas,Laura,Update users,Questions about how to get the users to appear as provider options in audiology.,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,JP,FL_gcaf,Julie,Upgrade issues,"update window kept popping up. Just needed a close/reopen. Then she said she had printer issues. Reinstalled 64 bit. Partially resolved. Can print if a document is open, but right-clicking > print causes an error message. Will require additional investigation",Unresolved,265987,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/3,JI,VT_hlo,Martin,Noah reintegration,Was getting 50138 edrror when opening Noah. Just needed to restart BPLink in services.  ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,NS_cmh,Erik,User error correction,Wanted to know if he could change the model for an aid in a patient's file. Showed him how to edit the aid model details after delivery.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,LB,ON_heo,Thomas,General help,Help creating a ticket to request a copy of user activity in the last month.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JI,NY_fah,Tom,OAB,Needed a walkthrough of how OAB is used and set up,Resolved,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,TX_htg,Amy,Claims tracking,"Apply payment from EoB to claim, shows that it's closed. Helped her find the claim in 3rd party payer to apply it.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JP,ON_heo,Shelley,Document scanning,reinstalled 64 bit to resolve,Resolved,265853,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,
2/3,JP,ON_nn,Carri,Patient/private billing,how to print payment receipt,Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,SF,BC_gor,Sherry,Minor template edits,Questions about disclaimers on accounting templates. Helped her duplicate the template and update defaults.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JP,NM_eld,Brent,Password issues,requested password reset. advised he would need to reach out to owner/admin (Kelly),Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,JI,MA_hsn,Allison,Create/edit patient,How to deactivate and/or merge patient,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,LB,NY_wil,Barbara,Minor template edits,Fillable date fields are misalligned. Will create a ticket and let them know once this has been fixed.,Resolved,266014,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JI,GA_wga,Teresa,Accounting/sales department,Calling for Jenna,Transferred,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,SF,AB_ace,Arnold,Merge patient files,"New client already in the system, needed to merge files. Walked him through the process.",Resolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,JI,UT_aah,Haylee,Form assistance,Patient A/R statement is displaying incorrectly. SEe ticket notes,Resolved,265976,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,MD_jas,Marcie,3rd party billing,Needed help adjusting 3rd party allocation on invoice. Helped her find the place to edit the invoice and make changes.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,JI,BC_pur,Tonya,3rd party billing,Calling for Logan. Took a callback number,Unresolved,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,LB,WA_mai,Sara,Setup configuration,Unable to edit an event type. Had online booking enabled checked even though online booking was disabled for the clinic.,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
2/3,SF,ON_aoc,???,Local Noah issue,"BP and Noah not talking. Can't access server computer right now, so they'll call back.",Waiting on Customer,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2/3,LR,FL_eve,Sandra,QBO sync issues,"Scheduled OBC for ticket 265748. See details there.
She added a report on the end about a couple of auto recalls that were recently edited - they're disappearing after adding notes. Bad bad not good, reopened that ticket (264955)",Unresolved,"265748, 264955",FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
2/3,JI,WI_ths,Carla,Out of scope,Heidi health is not generating the transcripts.  ,Resolved,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
